airline_name,date_of_journey,month,month_name,day_of_week,is_weekend,Source,destination,route,Origin,Stop_1,Stop_2,Stop3,Total_stops,dep_time,Arrival_time,Duration,Duration_mins,Route_Type,Additional_info,Price,Price_Per_Min
Vistara,18-07-2019,7,July,Thursday,No,Surat,Kolkata,SUR-LUC-COC-KOL,SUR,LUC,COC,KOL,2 stops,02:08,07:23,9h 30min,570,Domestic_Long,Business class available,12488,21.91
Vistara,16-06-2023,6,June,Friday,No,Kolkata,Cochin,KOL-COC,KOL,COC,,,non-stop,15:36,02:36,5h 45min,345,Domestic_Long,New aircraft,9970,28.9
Star Air,01-12-2024,12,December,Sunday,Yes,Delhi,Guwahati,DEL-GUW,DEL,GUW,,,non-stop,11:52,13:35,7h 0min,420,Domestic_Long,New aircraft,8254,19.65
Alliance Air,15-03-2023,3,March,Wednesday,Yes,Bhubaneswar,Mumbai,BHU-CHE-PUN-MUM,BHU,CHE,PUN,MUM,2 stops,10:56,13:35,1h 45min,105,Domestic_Short,WiFi available,6855,65.29
Air India,13-01-2023,1,January,Friday,No,Bangalore,Goa,BAN-IND-GOA,BAN,IND,GOA,,1 stop,02:10,10:37,13h 30min,810,Domestic_Long,Extra baggage allowed,8204,10.13
AirAsia India,05-10-2020,10,October,Monday,No,Indore,Lucknow,IND-CHE-PUN-LUC,IND,CHE,PUN,LUC,2 stops,12:37,11:26,15h 45min,945,Domestic_Long,Extra baggage allowed,13655,14.45
Air India,05-10-2025,10,October,Sunday,No,Kolkata,Goa,KOL-PAT-GOA,KOL,PAT,GOA,,1 stop,11:59,12:08,12h 15min,735,Domestic_Long,No info,8252,11.23
TruJet,19-09-2025,9,September,Friday,No,Chennai,Kolkata,CHE-SUR-IND-KOL,CHE,SUR,IND,KOL,2 stops,17:39,07:36,4h 0min,240,Domestic_Long,In-flight meal not included,14942,62.26
TruJet,08-11-2025,11,November,Saturday,No,Surat,Jaipur,SUR-JAI,SUR,JAI,,,non-stop,16:43,16:57,11h 15min,675,Domestic_Long,No info,5231,7.75
SpiceJet,06-06-2021,6,June,Sunday,Yes,Pune,Raipur,PUN-GOA-RAI,PUN,GOA,RAI,,1 stop,05:32,02:53,7h 0min,420,Domestic_Long,1 Long layover,9993,23.79
Vistara,05-11-2022,11,November,Saturday,Yes,Ahmedabad,Indore,AHM-GUW-PAT-COC-IND,AHM,GUW,PAT,COC,3 stops,12:23,23:07,3h 15min,195,Domestic_Long,WiFi available,7011,35.95
SpiceJet,21-08-2021,8,August,Saturday,No,Pune,Raipur,PUN-IND-RAI,PUN,IND,RAI,,1 stop,21:31,12:50,9h 0min,540,Domestic_Long,Limited seats,6827,12.64
GoAir,22-12-2025,12,December,Monday,No,Kolkata,Goa,KOL-PUN-GOA,KOL,PUN,GOA,,1 stop,19:31,14:21,6h 45min,405,Domestic_Long,New aircraft,11520,28.44
Star Air,21-08-2021,8,August,Saturday,No,Varanasi,Bhubaneswar,VAR-RAI-BHU,VAR,RAI,BHU,,1 stop,18:58,11:06,5h 45min,345,Domestic_Long,Extra baggage allowed,12289,35.62
Alliance Air,06-08-2020,8,August,Thursday,No,Lucknow,Goa,LUC-CHE-KOL-GOA,LUC,CHE,KOL,GOA,2 stops,01:47,12:52,1h 0min,60,Domestic_Short,1 Long layover,10829,180.48
Akasa Air,16-06-2023,6,June,Friday,No,Delhi,Hyderabad,DEL-HYD,DEL,HYD,,,non-stop,09:58,03:14,13h 0min,780,Domestic_Long,Limited seats,3807,4.88
SpiceJet,15-12-2019,12,December,Sunday,Yes,Guwahati,Delhi,GUW-MUM-CHE-VAR-DEL,GUW,MUM,CHE,VAR,3 stops,02:00,06:48,13h 15min,795,Domestic_Long,Red-eye flight,8784,11.05
Alliance Air,13-04-2021,4,April,Tuesday,Yes,Bangalore,Raipur,BAN-LUC-PUN-RAI,BAN,LUC,PUN,RAI,2 stops,01:43,23:14,11h 0min,660,Domestic_Long,1 Long layover,15045,22.8
AirAsia India,08-12-2019,12,December,Sunday,No,Varanasi,Pune,VAR-IND-MUM-PUN,VAR,IND,MUM,PUN,2 stops,20:11,09:31,5h 15min,315,Domestic_Long,Limited seats,10704,33.98
Akasa Air,17-02-2023,2,February,Friday,No,Pune,Delhi,PUN-SUR-DEL,PUN,SUR,DEL,,1 stop,07:36,16:25,15h 15min,915,Domestic_Long,Business class available,9310,10.17
Vistara,06-04-2022,4,April,Wednesday,No,Indore,Jaipur,IND-BHU-JAI,IND,BHU,JAI,,1 stop,18:03,14:39,12h 15min,735,Domestic_Long,Business class available,7000,9.52
GoAir,19-10-2021,10,October,Tuesday,No,Nagpur,Varanasi,NAG-VAR,NAG,VAR,,,non-stop,08:44,10:54,5h 45min,345,Domestic_Long,1 Long layover,2657,7.7
IndiGo,01-11-2022,11,November,Tuesday,No,Delhi,Jaipur,DEL-MUM-RAI-LUC-JAI,DEL,MUM,RAI,LUC,3 stops,02:01,10:39,2h 45min,165,Domestic_Long,1 Long layover,15273,92.56
IndiGo,13-07-2022,7,July,Wednesday,Yes,Delhi,Cochin,DEL-COC,DEL,COC,,,non-stop,07:54,00:44,15h 15min,915,Domestic_Long,In-flight meal not included,7033,7.69
Air India,27-06-2019,6,June,Thursday,Yes,Bhubaneswar,Nagpur,BHU-JAI-NAG,BHU,JAI,NAG,,1 stop,16:22,14:04,11h 15min,675,Domestic_Long,In-flight meal not included,12893,19.1
Vistara,14-02-2023,2,February,Tuesday,No,Goa,Kolkata,GOA-AHM-LUC-BAN-KOL,GOA,AHM,LUC,BAN,3 stops,17:39,01:45,10h 45min,645,Domestic_Long,In-flight meal not included,12199,18.91
Alliance Air,18-02-2023,2,February,Saturday,No,Ahmedabad,Hyderabad,AHM-HYD,AHM,HYD,,,non-stop,00:53,07:20,14h 0min,840,Domestic_Long,No info,2813,3.35
TruJet,20-11-2024,11,November,Wednesday,No,Hyderabad,Cochin,HYD-KOL-RAI-CHE-COC,HYD,KOL,RAI,CHE,3 stops,16:11,08:47,6h 0min,360,Domestic_Long,New aircraft,15706,43.63
Air India,07-08-2020,8,August,Friday,No,Bhubaneswar,Chennai,BHU-CHE,BHU,CHE,,,non-stop,14:02,15:15,5h 45min,345,Domestic_Long,New aircraft,3921,11.37
Air India,11-06-2020,6,June,Thursday,No,Nagpur,Guwahati,NAG-GUW,NAG,GUW,,,non-stop,02:46,03:17,15h 45min,945,Domestic_Long,No info,7413,7.84
Akasa Air,01-09-2021,9,September,Wednesday,Yes,Bhubaneswar,Cochin,BHU-GUW-VAR-COC,BHU,GUW,VAR,COC,2 stops,06:50,15:04,4h 15min,255,Domestic_Long,No info,11945,46.84
Star Air,12-01-2020,1,January,Sunday,Yes,Bangalore,Cochin,BAN-AHM-RAI-GUW-COC,BAN,AHM,RAI,GUW,3 stops,09:59,19:10,4h 0min,240,Domestic_Long,Extra baggage allowed,8546,35.61
SpiceJet,03-10-2022,10,October,Monday,No,Delhi,Cochin,DEL-NAG-COC,DEL,NAG,COC,,1 stop,08:01,12:13,4h 45min,285,Domestic_Long,Limited seats,9319,32.7
TruJet,21-09-2024,9,September,Saturday,No,Bangalore,Hyderabad,BAN-BHU-AHM-HYD,BAN,BHU,AHM,HYD,2 stops,07:03,12:04,3h 30min,210,Domestic_Long,Extra baggage allowed,7654,36.45
SpiceJet,24-09-2024,9,September,Tuesday,No,Surat,Kolkata,SUR-VAR-KOL,SUR,VAR,KOL,,1 stop,01:51,20:12,15h 45min,945,Domestic_Long,Extra baggage allowed,7914,8.37
AirAsia India,04-12-2020,12,December,Friday,No,Ahmedabad,Pune,AHM-SUR-BHU-LUC-PUN,AHM,SUR,BHU,LUC,3 stops,05:45,06:05,11h 30min,690,Domestic_Long,No info,6655,9.64
IndiGo,21-12-2022,12,December,Wednesday,No,Kolkata,Guwahati,KOL-PUN-GUW,KOL,PUN,GUW,,1 stop,10:23,09:43,4h 0min,240,Domestic_Long,Extra baggage allowed,4995,20.81
GoAir,15-06-2024,6,June,Saturday,Yes,Ahmedabad,Goa,AHM-GOA,AHM,GOA,,,non-stop,16:19,04:59,11h 0min,660,Domestic_Long,Limited seats,8998,13.63
Air India,21-01-2020,1,January,Tuesday,Yes,Cochin,Hyderabad,COC-BHU-PUN-HYD,COC,BHU,PUN,HYD,2 stops,21:27,04:12,10h 15min,615,Domestic_Long,Extra baggage allowed,5806,9.44
Star Air,17-10-2023,10,October,Tuesday,No,Delhi,Indore,DEL-PUN-BHU-COC-IND,DEL,PUN,BHU,COC,3 stops,00:44,21:31,15h 15min,915,Domestic_Long,Red-eye flight,13411,14.66
Akasa Air,13-10-2024,10,October,Sunday,No,Pune,Delhi,PUN-CHE-GOA-HYD-DEL,PUN,CHE,GOA,HYD,3 stops,22:46,19:28,13h 45min,825,Domestic_Long,Extra baggage allowed,12928,15.67
Alliance Air,11-10-2021,10,October,Monday,No,Bhubaneswar,Guwahati,BHU-COC-JAI-GUW,BHU,COC,JAI,GUW,2 stops,22:17,08:00,4h 15min,255,Domestic_Long,Business class available,10184,39.94
AirAsia India,02-10-2020,10,October,Friday,No,Surat,Nagpur,SUR-DEL-BHU-IND-NAG,SUR,DEL,BHU,IND,3 stops,16:46,11:19,5h 15min,315,Domestic_Long,Extra baggage allowed,14567,46.24
IndiGo,01-08-2019,8,August,Thursday,No,Varanasi,Indore,VAR-SUR-AHM-LUC-IND,VAR,SUR,AHM,LUC,3 stops,04:19,08:01,6h 30min,390,Domestic_Long,In-flight meal not included,13537,34.71
GoAir,28-10-2019,10,October,Monday,Yes,Lucknow,Mumbai,LUC-MUM,LUC,MUM,,,non-stop,05:36,22:47,12h 30min,750,Domestic_Long,Extra baggage allowed,6739,8.99
Alliance Air,20-04-2025,4,April,Sunday,Yes,Raipur,Indore,RAI-NAG-PAT-KOL-IND,RAI,NAG,PAT,KOL,3 stops,03:04,23:57,1h 45min,105,Domestic_Short,No info,9658,91.98
Air India,12-10-2025,10,October,Sunday,No,Hyderabad,Cochin,HYD-JAI-COC,HYD,JAI,COC,,1 stop,23:11,17:11,2h 15min,135,Domestic_Long,Extra baggage allowed,9355,69.3
Akasa Air,13-12-2019,12,December,Friday,No,Patna,Lucknow,PAT-COC-KOL-AHM-LUC,PAT,COC,KOL,AHM,3 stops,21:54,23:13,12h 45min,765,Domestic_Long,Limited seats,7793,10.19
AirAsia India,12-01-2019,1,January,Saturday,No,Raipur,Indore,RAI-COC-IND,RAI,COC,IND,,1 stop,00:04,12:26,3h 15min,195,Domestic_Long,WiFi available,9205,47.21
GoAir,13-04-2021,4,April,Tuesday,No,Guwahati,Delhi,GUW-BAN-DEL,GUW,BAN,DEL,,1 stop,08:01,00:42,8h 30min,510,Domestic_Long,New aircraft,8468,16.6
Akasa Air,09-09-2019,9,September,Monday,No,Chennai,Guwahati,CHE-IND-VAR-GUW,CHE,IND,VAR,GUW,2 stops,01:52,18:44,12h 0min,720,Domestic_Long,New aircraft,12306,17.09
GoAir,16-05-2025,5,May,Friday,Yes,Bangalore,Lucknow,BAN-MUM-CHE-LUC,BAN,MUM,CHE,LUC,2 stops,12:14,22:56,8h 30min,510,Domestic_Long,WiFi available,6685,13.11
Vistara,17-12-2024,12,December,Tuesday,Yes,Bangalore,Pune,BAN-RAI-PUN,BAN,RAI,PUN,,1 stop,08:48,03:30,1h 45min,105,Domestic_Short,New aircraft,5297,50.45
Air India,19-12-2021,12,December,Sunday,No,Nagpur,Kolkata,NAG-PAT-PUN-KOL,NAG,PAT,PUN,KOL,2 stops,10:47,03:26,13h 0min,780,Domestic_Long,Business class available,11038,14.15
TruJet,03-04-2025,4,April,Thursday,No,Delhi,Hyderabad,DEL-HYD,DEL,HYD,,,non-stop,22:17,16:45,8h 30min,510,Domestic_Long,1 Long layover,10347,20.29
Akasa Air,26-07-2020,7,July,Sunday,No,Delhi,Mumbai,DEL-GUW-RAI-KOL-MUM,DEL,GUW,RAI,KOL,3 stops,23:15,12:42,3h 30min,210,Domestic_Long,No info,17058,81.23
Akasa Air,25-08-2025,8,August,Monday,No,Chennai,Patna,CHE-PAT,CHE,PAT,,,non-stop,03:39,13:15,11h 30min,690,Domestic_Long,WiFi available,6650,9.64
SpiceJet,11-01-2021,1,January,Monday,No,Jaipur,Lucknow,JAI-LUC,JAI,LUC,,,non-stop,20:56,13:57,14h 15min,855,Domestic_Long,Red-eye flight,2604,3.05
SpiceJet,08-05-2020,5,May,Friday,Yes,Hyderabad,Pune,HYD-LUC-GUW-RAI-PUN,HYD,LUC,GUW,RAI,3 stops,08:42,04:58,13h 45min,825,Domestic_Long,WiFi available,8110,9.83
Air India,16-08-2025,8,August,Saturday,Yes,Nagpur,Pune,NAG-KOL-PUN,NAG,KOL,PUN,,1 stop,01:23,16:15,7h 15min,435,Domestic_Long,1 Long layover,10192,23.43
AirAsia India,02-01-2021,1,January,Saturday,No,Lucknow,Patna,LUC-AHM-MUM-PAT,LUC,AHM,MUM,PAT,2 stops,11:08,18:46,8h 0min,480,Domestic_Long,In-flight meal not included,6726,14.01
GoAir,05-10-2022,10,October,Wednesday,No,Raipur,Lucknow,RAI-LUC,RAI,LUC,,,non-stop,06:53,15:08,9h 45min,585,Domestic_Long,Limited seats,7023,12.01
TruJet,08-01-2025,1,January,Wednesday,No,Pune,Indore,PUN-HYD-MUM-COC-IND,PUN,HYD,MUM,COC,3 stops,11:05,06:47,5h 45min,345,Domestic_Long,New aircraft,13849,40.14
Vistara,22-10-2020,10,October,Thursday,No,Lucknow,Hyderabad,LUC-MUM-HYD,LUC,MUM,HYD,,1 stop,00:44,08:29,12h 0min,720,Domestic_Long,New aircraft,9093,12.63
Akasa Air,13-02-2019,2,February,Wednesday,No,Patna,Chennai,PAT-COC-VAR-BHU-CHE,PAT,COC,VAR,BHU,3 stops,12:51,09:38,14h 15min,855,Domestic_Long,No info,12444,14.55
GoAir,24-02-2023,2,February,Friday,Yes,Indore,Delhi,IND-NAG-DEL,IND,NAG,DEL,,1 stop,15:44,22:58,12h 0min,720,Domestic_Long,In-flight meal not included,8135,11.3
Alliance Air,03-04-2022,4,April,Sunday,Yes,Patna,Bangalore,PAT-MUM-IND-BAN,PAT,MUM,IND,BAN,2 stops,01:41,12:24,15h 15min,915,Domestic_Long,WiFi available,11299,12.35
SpiceJet,12-08-2022,8,August,Friday,No,Varanasi,Indore,VAR-IND,VAR,IND,,,non-stop,23:08,15:38,4h 15min,255,Domestic_Long,WiFi available,3085,12.1
GoAir,01-01-2023,1,January,Sunday,No,Kolkata,Surat,KOL-BAN-VAR-SUR,KOL,BAN,VAR,SUR,2 stops,01:39,14:39,2h 0min,120,Domestic_Long,Extra baggage allowed,14117,117.64
SpiceJet,01-11-2022,11,November,Tuesday,No,Patna,Surat,PAT-PUN-IND-MUM-SUR,PAT,PUN,IND,MUM,3 stops,00:35,05:37,5h 45min,345,Domestic_Long,No info,10132,29.37
Vistara,16-10-2024,10,October,Wednesday,No,Bangalore,Patna,BAN-RAI-PUN-PAT,BAN,RAI,PUN,PAT,2 stops,18:51,18:49,3h 45min,225,Domestic_Long,Limited seats,11866,52.74
Vistara,03-05-2022,5,May,Tuesday,No,Raipur,Hyderabad,RAI-HYD,RAI,HYD,,,non-stop,04:20,04:59,13h 0min,780,Domestic_Long,No info,5467,7.01
GoAir,06-03-2024,3,March,Wednesday,Yes,Nagpur,Raipur,NAG-BHU-RAI,NAG,BHU,RAI,,1 stop,07:56,13:25,8h 30min,510,Domestic_Long,In-flight meal not included,9358,18.35
Air India,21-08-2023,8,August,Monday,Yes,Delhi,Ahmedabad,DEL-GOA-IND-AHM,DEL,GOA,IND,AHM,2 stops,12:51,12:36,2h 15min,135,Domestic_Long,In-flight meal not included,6041,44.75
Alliance Air,12-05-2021,5,May,Wednesday,No,Varanasi,Bhubaneswar,VAR-HYD-BHU,VAR,HYD,BHU,,1 stop,05:13,07:41,2h 0min,120,Domestic_Long,In-flight meal not included,8037,66.98
Vistara,26-12-2024,12,December,Thursday,No,Delhi,Cochin,DEL-PUN-COC,DEL,PUN,COC,,1 stop,14:27,23:07,13h 45min,825,Domestic_Long,Red-eye flight,6140,7.44
Vistara,23-04-2019,4,April,Tuesday,No,Lucknow,Jaipur,LUC-JAI,LUC,JAI,,,non-stop,00:11,03:35,6h 45min,405,Domestic_Long,Business class available,8168,20.17
Akasa Air,03-11-2021,11,November,Wednesday,No,Guwahati,Patna,GUW-RAI-HYD-PAT,GUW,RAI,HYD,PAT,2 stops,14:28,04:08,4h 15min,255,Domestic_Long,In-flight meal not included,13436,52.69
SpiceJet,01-03-2023,3,March,Wednesday,No,Bangalore,Chennai,BAN-COC-IND-CHE,BAN,COC,IND,CHE,2 stops,03:53,02:18,1h 45min,105,Domestic_Short,In-flight meal not included,14455,137.67
AirAsia India,27-02-2020,2,February,Thursday,Yes,Chennai,Delhi,CHE-MUM-COC-JAI-DEL,CHE,MUM,COC,JAI,3 stops,18:51,07:10,13h 0min,780,Domestic_Long,New aircraft,17687,22.68
Akasa Air,09-10-2023,10,October,Monday,Yes,Bhubaneswar,Indore,BHU-DEL-IND,BHU,DEL,IND,,1 stop,22:54,05:16,11h 0min,660,Domestic_Long,New aircraft,7155,10.84
IndiGo,07-08-2025,8,August,Thursday,No,Lucknow,Bhubaneswar,LUC-VAR-BHU,LUC,VAR,BHU,,1 stop,13:50,09:02,2h 45min,165,Domestic_Long,Limited seats,4728,28.65
Vistara,10-05-2019,5,May,Friday,No,Raipur,Delhi,RAI-COC-LUC-DEL,RAI,COC,LUC,DEL,2 stops,23:08,05:34,6h 0min,360,Domestic_Long,Business class available,12713,35.31
GoAir,22-08-2024,8,August,Thursday,No,Mumbai,Surat,MUM-GOA-SUR,MUM,GOA,SUR,,1 stop,17:07,00:06,14h 15min,855,Domestic_Long,Business class available,13225,15.47
Alliance Air,21-03-2024,3,March,Thursday,No,Mumbai,Patna,MUM-NAG-PAT,MUM,NAG,PAT,,1 stop,21:08,10:19,8h 0min,480,Domestic_Long,In-flight meal not included,6932,14.44
AirAsia India,02-05-2023,5,May,Tuesday,No,Pune,Ahmedabad,PUN-NAG-AHM,PUN,NAG,AHM,,1 stop,02:40,14:29,10h 30min,630,Domestic_Long,Business class available,5070,8.05
AirAsia India,27-06-2025,6,June,Friday,Yes,Ahmedabad,Raipur,AHM-COC-LUC-RAI,AHM,COC,LUC,RAI,2 stops,11:43,22:09,8h 0min,480,Domestic_Long,New aircraft,6699,13.96
Star Air,24-04-2024,4,April,Wednesday,Yes,Hyderabad,Chennai,HYD-CHE,HYD,CHE,,,non-stop,00:29,04:04,9h 45min,585,Domestic_Long,Business class available,9355,15.99
Vistara,15-02-2020,2,February,Saturday,No,Varanasi,Jaipur,VAR-COC-BHU-KOL-JAI,VAR,COC,BHU,KOL,3 stops,22:54,06:21,1h 30min,90,Domestic_Short,New aircraft,13614,151.27
AirAsia India,09-05-2021,5,May,Sunday,No,Guwahati,Patna,GUW-JAI-DEL-CHE-PAT,GUW,JAI,DEL,CHE,3 stops,17:29,17:28,15h 15min,915,Domestic_Long,WiFi available,15782,17.25
Air India,04-09-2019,9,September,Wednesday,No,Jaipur,Mumbai,JAI-GOA-SUR-GUW-MUM,JAI,GOA,SUR,GUW,3 stops,21:57,11:23,8h 45min,525,Domestic_Long,New aircraft,7745,14.75
Air India,17-03-2019,3,March,Sunday,No,Indore,Mumbai,IND-DEL-MUM,IND,DEL,MUM,,1 stop,22:27,11:36,12h 0min,720,Domestic_Long,WiFi available,8546,11.87
TruJet,20-02-2022,2,February,Sunday,No,Goa,Cochin,GOA-MUM-COC,GOA,MUM,COC,,1 stop,17:40,10:28,10h 0min,600,Domestic_Long,No info,11016,18.36
Alliance Air,04-02-2020,2,February,Tuesday,Yes,Guwahati,Ahmedabad,GUW-JAI-GOA-AHM,GUW,JAI,GOA,AHM,2 stops,02:59,07:57,15h 15min,915,Domestic_Long,In-flight meal not included,14963,16.35
Air India,24-01-2020,1,January,Friday,Yes,Indore,Patna,IND-MUM-DEL-PAT,IND,MUM,DEL,PAT,2 stops,16:33,13:51,4h 15min,255,Domestic_Long,Extra baggage allowed,12196,47.83
TruJet,21-05-2019,5,May,Tuesday,No,Indore,Bhubaneswar,IND-PAT-NAG-AHM-BHU,IND,PAT,NAG,AHM,3 stops,22:35,21:03,4h 15min,255,Domestic_Long,Extra baggage allowed,14818,58.11
TruJet,26-05-2019,5,May,Sunday,No,Indore,Kolkata,IND-HYD-KOL,IND,HYD,KOL,,1 stop,10:05,14:36,5h 30min,330,Domestic_Long,Red-eye flight,8129,24.63
Alliance Air,21-02-2021,2,February,Sunday,No,Lucknow,Delhi,LUC-HYD-PUN-IND-DEL,LUC,HYD,PUN,IND,3 stops,20:43,19:48,1h 30min,90,Domestic_Short,No info,9995,111.06
Air India,25-08-2025,8,August,Monday,No,Bhubaneswar,Ahmedabad,BHU-CHE-COC-AHM,BHU,CHE,COC,AHM,2 stops,11:11,01:31,10h 30min,630,Domestic_Long,In-flight meal not included,9791,15.54
Air India,22-01-2019,1,January,Tuesday,No,Bangalore,Jaipur,BAN-GUW-JAI,BAN,GUW,JAI,,1 stop,01:16,21:24,13h 45min,825,Domestic_Long,In-flight meal not included,10965,13.29
Vistara,25-03-2019,3,March,Monday,Yes,Chennai,Bhubaneswar,CHE-BAN-MUM-HYD-BHU,CHE,BAN,MUM,HYD,3 stops,02:55,14:03,14h 45min,885,Domestic_Long,1 Long layover,7002,7.91
GoAir,22-12-2019,12,December,Sunday,Yes,Jaipur,Surat,JAI-DEL-SUR,JAI,DEL,SUR,,1 stop,13:34,09:23,7h 30min,450,Domestic_Long,Extra baggage allowed,8514,18.92
SpiceJet,17-02-2022,2,February,Thursday,No,Cochin,Guwahati,COC-KOL-GUW,COC,KOL,GUW,,1 stop,21:17,15:00,4h 30min,270,Domestic_Long,Red-eye flight,8520,31.56
Star Air,16-05-2024,5,May,Thursday,No,Cochin,Delhi,COC-DEL,COC,DEL,,,non-stop,01:21,03:48,7h 30min,450,Domestic_Long,Limited seats,4236,9.41
Star Air,24-01-2024,1,January,Wednesday,No,Chennai,Bhubaneswar,CHE-GOA-BHU,CHE,GOA,BHU,,1 stop,10:40,09:30,4h 30min,270,Domestic_Long,Red-eye flight,3621,13.41
Alliance Air,05-07-2023,7,July,Wednesday,No,Cochin,Patna,COC-GOA-HYD-JAI-PAT,COC,GOA,HYD,JAI,3 stops,21:16,13:24,7h 30min,450,Domestic_Long,In-flight meal not included,12439,27.64
TruJet,23-05-2024,5,May,Thursday,No,Nagpur,Lucknow,NAG-CHE-JAI-LUC,NAG,CHE,JAI,LUC,2 stops,19:32,18:07,4h 0min,240,Domestic_Long,New aircraft,14542,60.59
AirAsia India,20-10-2023,10,October,Friday,Yes,Pune,Nagpur,PUN-JAI-BAN-DEL-NAG,PUN,JAI,BAN,DEL,3 stops,07:00,07:21,2h 0min,120,Domestic_Long,New aircraft,12886,107.38
Air India,19-02-2024,2,February,Monday,Yes,Chennai,Lucknow,CHE-GUW-LUC,CHE,GUW,LUC,,1 stop,13:26,00:46,6h 30min,390,Domestic_Long,Business class available,9315,23.88
Vistara,05-07-2019,7,July,Friday,No,Jaipur,Chennai,JAI-IND-GOA-RAI-CHE,JAI,IND,GOA,RAI,3 stops,03:41,06:41,6h 45min,405,Domestic_Long,Limited seats,10289,25.4
IndiGo,16-06-2024,6,June,Sunday,No,Goa,Raipur,GOA-DEL-RAI,GOA,DEL,RAI,,1 stop,09:48,01:54,5h 30min,330,Domestic_Long,In-flight meal not included,6951,21.06
Star Air,12-05-2021,5,May,Wednesday,No,Chennai,Bhubaneswar,CHE-BHU,CHE,BHU,,,non-stop,10:11,14:45,14h 30min,870,Domestic_Long,No info,9429,10.84
TruJet,23-12-2024,12,December,Monday,No,Pune,Chennai,PUN-KOL-CHE,PUN,KOL,CHE,,1 stop,03:29,19:33,4h 45min,285,Domestic_Long,Business class available,7996,28.06
TruJet,10-07-2020,7,July,Friday,No,Hyderabad,Surat,HYD-JAI-PUN-SUR,HYD,JAI,PUN,SUR,2 stops,22:44,16:05,9h 15min,555,Domestic_Long,No info,13088,23.58
Vistara,27-12-2019,12,December,Friday,Yes,Lucknow,Ahmedabad,LUC-KOL-BAN-AHM,LUC,KOL,BAN,AHM,2 stops,20:14,08:24,2h 30min,150,Domestic_Long,In-flight meal not included,10312,68.75
GoAir,06-07-2019,7,July,Saturday,Yes,Surat,Kolkata,SUR-PAT-RAI-BAN-KOL,SUR,PAT,RAI,BAN,3 stops,12:39,00:17,10h 30min,630,Domestic_Long,No info,14354,22.78
Air India,22-07-2025,7,July,Tuesday,No,Kolkata,Bhubaneswar,KOL-CHE-HYD-BHU,KOL,CHE,HYD,BHU,2 stops,09:58,02:05,15h 15min,915,Domestic_Long,No info,5431,5.94
Vistara,18-01-2019,1,January,Friday,No,Varanasi,Raipur,VAR-SUR-BAN-IND-RAI,VAR,SUR,BAN,IND,3 stops,12:35,22:26,11h 30min,690,Domestic_Long,Extra baggage allowed,7355,10.66
TruJet,10-07-2019,7,July,Wednesday,No,Cochin,Lucknow,COC-HYD-LUC,COC,HYD,LUC,,1 stop,23:12,14:09,14h 45min,885,Domestic_Long,New aircraft,10917,12.34
IndiGo,20-11-2022,11,November,Sunday,No,Guwahati,Cochin,GUW-IND-COC,GUW,IND,COC,,1 stop,22:13,19:02,5h 30min,330,Domestic_Long,1 Long layover,5795,17.56
Star Air,28-06-2023,6,June,Wednesday,No,Varanasi,Bangalore,VAR-SUR-NAG-HYD-BAN,VAR,SUR,NAG,HYD,3 stops,23:16,12:10,11h 30min,690,Domestic_Long,New aircraft,9430,13.67
AirAsia India,14-02-2021,2,February,Sunday,Yes,Chennai,Mumbai,CHE-NAG-COC-LUC-MUM,CHE,NAG,COC,LUC,3 stops,12:17,10:27,5h 30min,330,Domestic_Long,New aircraft,9222,27.95
Akasa Air,27-01-2020,1,January,Monday,Yes,Cochin,Pune,COC-SUR-KOL-RAI-PUN,COC,SUR,KOL,RAI,3 stops,16:19,13:25,8h 30min,510,Domestic_Long,WiFi available,14771,28.96
Alliance Air,22-10-2021,10,October,Friday,No,Chennai,Jaipur,CHE-BAN-GOA-JAI,CHE,BAN,GOA,JAI,2 stops,06:42,09:05,9h 15min,555,Domestic_Long,No info,9481,17.08
GoAir,20-07-2021,7,July,Tuesday,No,Indore,Varanasi,IND-DEL-CHE-VAR,IND,DEL,CHE,VAR,2 stops,20:49,09:42,15h 45min,945,Domestic_Long,Extra baggage allowed,5151,5.45
Alliance Air,27-05-2021,5,May,Thursday,No,Cochin,Delhi,COC-VAR-DEL,COC,VAR,DEL,,1 stop,02:49,07:26,8h 45min,525,Domestic_Long,Extra baggage allowed,6493,12.37
Alliance Air,19-08-2020,8,August,Wednesday,No,Patna,Mumbai,PAT-KOL-GUW-MUM,PAT,KOL,GUW,MUM,2 stops,21:38,05:27,14h 45min,885,Domestic_Long,Extra baggage allowed,10460,11.82
TruJet,10-01-2025,1,January,Friday,No,Bhubaneswar,Surat,BHU-RAI-CHE-SUR,BHU,RAI,CHE,SUR,2 stops,12:23,09:33,1h 15min,75,Domestic_Short,In-flight meal not included,6186,82.48
Akasa Air,08-08-2021,8,August,Sunday,Yes,Delhi,Kolkata,DEL-KOL,DEL,KOL,,,non-stop,05:30,05:59,6h 15min,375,Domestic_Long,No info,9366,24.98
Vistara,16-01-2019,1,January,Wednesday,Yes,Surat,Chennai,SUR-MUM-IND-RAI-CHE,SUR,MUM,IND,RAI,3 stops,19:29,21:39,12h 30min,750,Domestic_Long,No info,9231,12.31
GoAir,18-12-2023,12,December,Monday,No,Raipur,Varanasi,RAI-VAR,RAI,VAR,,,non-stop,21:43,07:37,8h 30min,510,Domestic_Long,1 Long layover,10063,19.73
